paper_id,test,has_es,verdict,note
10.1016:j.psychsport.2018.06.010,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.06.010,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.06.010,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.06.010,t-test,FALSE,indeterminate,No parseable d effect size found.
10.1016:j.psychsport.2018.06.010,F-test,TRUE,no_match,No match under partial eta-squared formula from F and dfs. Tolerance = 0.01. A no-match can occur when fewer than 2 decimal places are reported.
10.1016:j.psychsport.2018.06.010,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.06.010,F-test,TRUE,no_match,No match under partial eta-squared formula from F and dfs. Tolerance = 0.01. A no-match can occur when fewer than 2 decimal places are reported.
10.1016:j.psychsport.2018.06.010,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.06.010,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.06.010,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.06.010,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.06.010,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2018.06.010,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2018.06.010,F-test,TRUE,no_match,No match under partial eta-squared formula from F and dfs. Tolerance = 0.01. A no-match can occur when fewer than 2 decimal places are reported.
10.1016:j.psychsport.2018.06.010,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.06.010,F-test,TRUE,no_match,No match under partial eta-squared formula from F and dfs. Tolerance = 0.01. A no-match can occur when fewer than 2 decimal places are reported.
10.1016:j.psychsport.2018.06.010,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.06.010,F-test,TRUE,no_match,No match under partial eta-squared formula from F and dfs. Tolerance = 0.01. A no-match can occur when fewer than 2 decimal places are reported.
10.1016:j.psychsport.2018.06.010,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.06.010,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,t-test,TRUE,match_under_assumptions,Match under paired-samples dz assumption.
10.1016:j.psychsport.2018.12.001,t-test,TRUE,match_under_assumptions,Match under paired-samples dz assumption.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,t-test,TRUE,no_match,"No match under tested assumptions (paired dz, independent equal-n, independent unequal-n range). Tolerance = 0.01. A no-match can occur when fewer than 2 decimal places are reported."
10.1016:j.psychsport.2018.12.001,t-test,TRUE,match_under_assumptions,Match under paired-samples dz assumption.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2018.12.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,t-test,FALSE,indeterminate,No parseable d effect size found.
10.1016:j.psychsport.2019.01.001,t-test,FALSE,indeterminate,No parseable d effect size found.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,t-test,FALSE,indeterminate,No parseable d effect size found.
10.1016:j.psychsport.2019.01.001,t-test,FALSE,indeterminate,No parseable d effect size found.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.01.001,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2019.04.014,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2019.04.014,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2019.04.014,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2019.04.014,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2019.04.014,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2019.04.014,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2019.04.014,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2019.04.014,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2019.04.014,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2019.04.016,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2019.04.016,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2019.04.016,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2019.04.016,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2019.04.016,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2019.04.016,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2019.04.016,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2019.101554,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2019.101554,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2019.101554,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2019.101554,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2019.101554,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2019.101554,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2019.101554,t-test,FALSE,indeterminate,No parseable d effect size found.
10.1016:j.psychsport.2019.101554,t-test,FALSE,indeterminate,No parseable d effect size found.
10.1016:j.psychsport.2020.101668,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101668,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101668,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101668,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101668,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101668,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101668,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101668,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101668,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101668,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101668,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101668,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101714,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2020.101714,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2020.101714,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2020.101714,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2020.101714,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2020.101714,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2020.101714,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2020.101714,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2020.101714,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2020.101714,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2020.101714,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2020.101722,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101722,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101722,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101722,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101722,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101722,t-test,TRUE,match_under_assumptions,Match under paired-samples dz assumption.
10.1016:j.psychsport.2020.101722,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101722,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101722,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101722,t-test,TRUE,indeterminate,No parseable t(df)=value found.
10.1016:j.psychsport.2020.101722,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101722,t-test,TRUE,no_match,"No match under tested assumptions (paired dz, independent equal-n, independent unequal-n range). Tolerance = 0.01. A no-match can occur when fewer than 2 decimal places are reported."
10.1016:j.psychsport.2020.101722,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101722,t-test,TRUE,indeterminate,No parseable t(df)=value found.
10.1016:j.psychsport.2020.101722,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101722,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101722,F-test,TRUE,match_under_assumptions,Match under partial eta-squared formula from F and dfs.
10.1016:j.psychsport.2020.101722,t-test,FALSE,indeterminate,No parseable d effect size found.
10.1016:j.psychsport.2020.101722,t-test,TRUE,match_under_assumptions,Match under paired-samples dz assumption.
10.1016:j.psychsport.2020.101722,t-test,TRUE,match_under_assumptions,Match under paired-samples dz assumption.
10.1016:j.psychsport.2020.101722,t-test,FALSE,indeterminate,No parseable d effect size found.
10.1016:j.psychsport.2020.101722,t-test,FALSE,indeterminate,No parseable d effect size found.
10.1016:j.psychsport.2020.101722,t-test,FALSE,indeterminate,No parseable d effect size found.
10.1016:j.psychsport.2020.101722,t-test,FALSE,indeterminate,No parseable d effect size found.
10.1016:j.psychsport.2020.101765,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2020.101765,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2020.101765,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2020.101765,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2020.101765,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2020.101765,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2020.101765,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2020.101765,F-test,TRUE,indeterminate,Eta-squared reported; cannot be reconstructed from F and dfs in factorial or repeated-measures designs.
10.1016:j.psychsport.2020.101765,t-test,TRUE,match_under_assumptions,"Match under independent-samples unequal-n range assumption (closest split n1 = 6, n2 = 10, N = 16)."
10.1016:j.psychsport.2020.101765,t-test,TRUE,match_under_assumptions,"Match under independent-samples unequal-n range assumption (closest split n1 = 6, n2 = 9, N = 15)."
10.1016:j.psychsport.2020.101765,t-test,TRUE,match_under_assumptions,"Match under independent-samples unequal-n range assumption (closest split n1 = 8, n2 = 13, N = 21)."
10.1016:j.psychsport.2021.101887,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2021.101887,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2021.101887,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2021.101887,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2021.101887,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2021.101887,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2021.101887,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2021.101887,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2021.101887,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2021.101887,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2021.101887,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2021.101887,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2021.101887,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2021.101887,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2021.101887,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2021.101887,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2021.101887,F-test,FALSE,indeterminate,No parseable eta-squared effect size found.
10.1016:j.psychsport.2021.101913,t-test,TRUE,match_under_assumptions,"Match under independent-samples equal-n assumption (n1 = n2 = 14, N = 28)."
10.1016:j.psychsport.2021.101913,t-test,TRUE,indeterminate,Non-integer df indicates Welch's t-test (unequal variances); sample sizes cannot be determined.
10.1016:j.psychsport.2021.101913,t-test,TRUE,indeterminate,Non-integer df indicates Welch's t-test (unequal variances); sample sizes cannot be determined.
10.1016:j.psychsport.2021.101913,t-test,TRUE,match_under_assumptions,"Match under independent-samples equal-n assumption (n1 = n2 = 14, N = 28)."
10.1016:j.psychsport.2021.101913,t-test,TRUE,match_under_assumptions,"Match under independent-samples equal-n assumption (n1 = n2 = 14, N = 28)."
10.1016:j.psychsport.2021.101913,t-test,TRUE,match_under_assumptions,"Match under independent-samples equal-n assumption (n1 = n2 = 14, N = 28)."
10.1016:j.psychsport.2021.101913,t-test,TRUE,match_under_assumptions,"Match under independent-samples equal-n assumption (n1 = n2 = 14, N = 28)."
10.1016:j.psychsport.2021.101913,t-test,TRUE,match_under_assumptions,"Match under independent-samples unequal-n range assumption (closest split n1 = 8, n2 = 50, N = 58)."
10.1016:j.psychsport.2021.101913,t-test,TRUE,match_under_assumptions,"Match under independent-samples unequal-n range assumption (closest split n1 = 9, n2 = 49, N = 58)."
10.1016:j.psychsport.2021.101913,t-test,TRUE,match_under_assumptions,"Match under independent-samples unequal-n range assumption (closest split n1 = 10, n2 = 48, N = 58)."
10.1016:j.psychsport.2021.101913,t-test,TRUE,match_under_assumptions,"Match under independent-samples unequal-n range assumption (closest split n1 = 6, n2 = 52, N = 58)."
10.1016:j.psychsport.2021.101913,t-test,TRUE,match_under_assumptions,"Match under independent-samples unequal-n range assumption (closest split n1 = 9, n2 = 49, N = 58)."
10.1016:j.psychsport.2021.101913,t-test,TRUE,match_under_assumptions,"Match under independent-samples unequal-n range assumption (closest split n1 = 10, n2 = 48, N = 58)."
10.1016:j.psychsport.2021.101913,t-test,TRUE,indeterminate,Non-integer df indicates Welch's t-test (unequal variances); sample sizes cannot be determined.
